id,id,full_name,sex,birth_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index
4212,4034,Richard Owen,Male,1804,Lancaster,,United Kingdom,Europe,54.047,-2.801,Biologist,Natural Sciences,Science & Technology,38,741767,19520,23.9262
720,1883,Pope Innocent II,Male,1100,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,49,526583,10747,25.205
8629,5218,Isaac Levitan,Male,1860,Kybartai,,Lithuania,Europe,54.62222,22.76667,Painter,Fine Arts,Arts,30,568843,18961,23.2734
7969,6792,Richard Axel,Male,1946,New York,NY,United States,North America,40.69278,-73.99028,Physician,Medicine,Science & Technology,33,340585,10321,22.3521
10442,5292,Slavoj Žižek,Male,1949,Ljubljana,,Slovenia,Europe,46.05556,14.508329999999999,Philosopher,Philosophy,Humanities,43,4223561,98222,23.2311
3838,3765,Jalal Talabani,Male,1933,Kelkan,,Iraq,Asia,,,Politician,Government,Institutions,48,1834968,38229,24.0879
224,6957,Édith Cresson,Female,1934,Boulogne-Billancourt,,France,Europe,48.8352,2.2409,Diplomat,Government,Institutions,30,720556,24019,22.2399
9335,7483,Betty White,Female,1922,Chicago,IL,United States,North America,41.88333,-87.8,Actor,Film And Theatre,Arts,29,13817928,476480,21.805999999999997
1046,1516,Peter Kropotkin,Male,1842,Moscow,,Russia,Europe,55.75,37.61667,Biologist,Natural Sciences,Science & Technology,58,1932390,33317,25.5115
3642,9856,Joe Cole,Male,1981,London,,United Kingdom,Europe,51.5172,-0.17300000000000001,Soccer Player,Team Sports,Sports,42,5018811,119496,17.865
8493,3088,Gaius Julius Hyginus,Male,-64,Other,,Unknown,Unknown,,,Writer,Language,Humanities,27,294800,10919,24.458000000000002
2243,5905,Luis Aragonés,Male,1938,Madrid,,Spain,Europe,,,Coach,Team Sports,Sports,39,1737863,44561,22.9023
7100,5525,Nikolai Mikhailovich Karamzin,Male,1766,Ulyanovsk,,Russia,Europe,54.316669999999995,48.36667,Writer,Language,Humanities,35,243032,6944,23.1087
9407,4968,Vladimir Tatlin,Male,1885,Moscow,,Russia,Europe,55.75,37.61667,Architect,Design,Arts,28,729073,26038,23.4249
8182,5912,William Hurt,Male,1950,"Washington, D.C.",,United States,North America,,,Actor,Film And Theatre,Arts,37,4945863,133672,22.8989
10737,3779,Antonio Meucci,Male,1808,Florence,,Italy,Europe,43.78333,11.25,Inventor,Invention,Science & Technology,30,2233926,74464,24.0779
8614,4655,Géza II of Hungary,Male,1130,Tolna,,Hungary,Europe,46.423629999999996,18.79025,Politician,Government,Institutions,27,224759,8324,23.5989
3726,7779,Rigoberta Menchú,Female,1959,Quiché,,Guatemala,North America,,,Social Activist,Activism,Public Figure,42,3254630,77491,21.4632
5161,3917,John VI Kantakouzenos,Male,1292,Istanbul,,Turkey,Asia,41.01224000000001,28.976020000000002,Politician,Government,Institutions,33,291953,8847,23.9995
3056,6294,John McLaughlin,Male,1942,Doncaster,,United Kingdom,Europe,53.51600000000001,-1.133,Musician,Music,Arts,27,544107,20152,22.665
11073,7893,Vint Cerf,Male,1943,New Haven,CT,United States,North America,41.31,-72.92361,Computer Scientist,Computer Science,Science & Technology,32,1947575,60862,21.3065
1253,4690,Francisco I. Madero,Male,1873,Parras,,Mexico,North America,25.440279999999998,-102.17917,Politician,Government,Institutions,35,4251740,121478,23.5842
10329,1381,Georges Simenon,Male,1903,Liège,,Belgium,Europe,50.63333,5.566669999999999,Writer,Language,Humanities,58,2168010,37379,25.6468
10371,7427,Fredric March,Male,1897,Racine,WI,United States,North America,42.72611,-87.80583,Actor,Film And Theatre,Arts,34,1011864,29761,21.8626
6816,4659,Georg Michaelis,Male,1857,Chojnów,,Poland,Europe,51.26667,15.933329999999998,Politician,Government,Institutions,31,271350,8753,23.59800000000001
5289,3260,Constans II,Male,630,Byzantine Empire,,,Unknown,41.0,28.96667,Politician,Government,Institutions,45,419474,9322,24.3573
8436,6488,Alexandr Ostrovsky,Male,1823,Moscow,,Russia,Europe,55.75,37.61667,Writer,Language,Humanities,28,236925,8462,22.5555
1406,10483,Calvin Harris,Male,1984,Dumfries,,United Kingdom,Europe,55.07,-3.603,Singer,Music,Arts,32,9143178,285724,16.4059
2687,8822,Jerry Brown,Male,1938,San Francisco-Bay Area,CA,United States,North America,37.78333,-122.41667,Politician,Government,Institutions,27,3531684,130803,19.9229
8429,2276,Harthacanute,Male,1018,England,,United Kingdom,Europe,51.5,-0.11667000000000001,Politician,Government,Institutions,39,798437,20473,24.9292
8138,3141,Pope Innocent VII,Male,1336,Sulmona,,Italy,Europe,42.03333,13.933329999999998,Religious Figure,Religion,Institutions,45,507266,11273,24.4264
6235,8782,R. Kelly,Male,1967,Chicago,IL,United States,North America,41.83694000000001,-87.68472,Singer,Music,Arts,30,13044017,434801,19.9889
1324,10617,Alexandra Stan,Female,1989,Constanța,,Romania,Europe,44.17333,28.63833,Singer,Music,Arts,33,5872552,177956,16.0668
10674,10142,Ángel Di María,Male,1988,Rosario,,Argentina,South America,-32.95,-60.666669999999996,Soccer Player,Team Sports,Sports,50,5036224,100724,17.2536
6486,1838,Jean Baudrillard,Male,1929,Reims,,France,Europe,49.2628,4.0347,Philosopher,Philosophy,Humanities,43,3327182,77376,25.2446
5694,9179,Emerson Ferreira da Rosa,Male,1976,Pelotas,,Brazil,South America,-31.77194,-52.3425,Soccer Player,Team Sports,Sports,35,1646716,47049,19.2409
5418,6330,Geoffrey Wilkinson,Male,1921,Todmorden,,United Kingdom,Europe,53.713,-2.096,Chemist,Natural Sciences,Science & Technology,30,248108,8270,22.6455
4202,8179,Steve Carell,Male,1962,Boston,MA,United States,North America,42.46028,-71.34944,Actor,Film And Theatre,Arts,35,14292848,408367,20.8982
1893,2941,Yazdgerd III,Male,590,Iran,,Iran,Asia,32.0,53.0,Politician,Government,Institutions,32,415626,12988,24.5351
10078,4173,Mikhail Botvinnik,Male,1911,Repino,,Russia,Europe,60.166669999999996,29.86667000000001,Chessmaster,Individual Sports,Sports,45,688145,15292,23.8539
6209,6543,David Attenborough,Male,1926,Isleworth,,United Kingdom,Europe,51.4666,-0.3363,Presenter,Media Personality,Public Figure,45,6539368,145319,22.5196
8666,1794,Pope Siricius,Male,334,Other,,Unknown,,41.9,12.5,Religious Figure,Religion,Institutions,53,396727,7485,25.2883
5183,7946,Taufa'ahau Tupou IV,Male,1918,"Nukuʻalofa,",,Tonga,Oceania,-21.13139,-175.20056,Politician,Government,Institutions,30,279979,9333,21.2408
6314,8149,River Phoenix,Male,1970,Madras,OR,United States,North America,44.630559999999996,-121.12917,Actor,Film And Theatre,Arts,34,18383576,540693,20.9426
4759,8246,Bella Akhmadulina,Female,1937,Moscow,,Russia,Europe,55.75,37.61667,Writer,Language,Humanities,27,180989,6703,20.8101
1584,6443,John James Audubon,Male,1785,Les Cayes,,Haiti,North America,18.2,-73.75,Artist,Fine Arts,Arts,45,4754604,105658,22.5852
1780,9344,Andrey Korotayev,Male,1961,Moscow,,Russia,Europe,55.75,37.61667,Anthropologist,Social Sciences,Science & Technology,41,196013,4781,18.8934
6163,6212,Jared Diamond,Male,1937,Boston,MA,United States,North America,42.358059999999995,-71.06361,Historian,History,Humanities,35,2342622,66932,22.7212
6624,3594,Michael IV the Paphlagonian,Male,1010,Paphlagonia,,Turkey,Asia,,,Politician,Government,Institutions,33,222523,6743,24.1833
1996,8952,Booker Huffman,Male,1965,Houston,TX,United States,North America,29.76278,-95.38306,Wrestler,Individual Sports,Sports,27,877148,32487,19.6814
4473,10871,Diego Cavalieri,Male,1982,São Paulo,,Brazil,South America,-23.55,-46.63333,Soccer Player,Team Sports,Sports,26,1107687,42603,15.3678
8211,9529,Janeane Garofalo,Female,1964,Boston,NJ,United States,North America,41.05274,-74.75479,Actor,Film And Theatre,Arts,27,4220862,156328,18.5333
3439,9465,David Tennant,Male,1971,Bathgate,,United Kingdom,Europe,55.902359999999994,-3.6431,Actor,Film And Theatre,Arts,34,12910464,379720,18.6459
5937,7555,Frank Drake,Male,1930,Chicago,IL,United States,North America,41.83694000000001,-87.68472,Astronomer,Natural Sciences,Science & Technology,27,478654,17728,21.7254
4146,5144,Muawiya II,Male,661,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,297312,11435,23.3225
7033,7877,John C. Breckinridge,Male,1821,Lexington,KY,United States,North America,38.02972000000001,-84.49472,Politician,Government,Institutions,30,819695,27323,21.3331
6562,8384,Thomas A. Steitz,Male,1940,Milwaukee,WI,United States,North America,43.05,-87.95,Chemist,Natural Sciences,Science & Technology,36,262960,7304,20.6109
5052,9360,Anousheh Ansari,Female,1966,Mashhad,,Iran,Asia,36.3,59.6,Engineer,Engineering,Science & Technology,28,894871,31960,18.8602
2156,2570,Eumenes II,Male,-220,Other,,Unknown,Unknown,,,Politician,Government,Institutions,30,211496,7050,24.7498
4248,10476,Marion Jones,Female,1975,Los Angeles,CA,United States,North America,34.05,-118.25,Basketball Player,Team Sports,Sports,30,3800973,126699,16.4414
679,10644,Debby Ryan,Female,1993,Huntsville,AL,United States,North America,34.73,-86.585,Actor,Film And Theatre,Arts,34,11370676,334432,15.9938
2456,2019,Leo V the Armenian,Male,775,Other,,Unknown,Unknown,,,Politician,Government,Institutions,38,323144,8504,25.1155
5551,10813,Evgeni Plushenko,Male,1982,Solnechy,,Russia,Europe,,,Skater,Individual Sports,Sports,29,2655352,91564,15.5597
2014,7962,Fernando Lugo,Male,1951,San Solano,,Paraguay,South America,,,Politician,Government,Institutions,48,1493699,31119,21.2124
2978,10911,Olivier Giroud,Male,1986,Chambéry,,France,Europe,45.57,5.9118,Soccer Player,Team Sports,Sports,33,4117614,124776,15.2308
9555,3224,David Cronenberg,Male,1943,Toronto,,Canada,North America,43.7,-79.4,Film Director,Film And Theatre,Arts,38,5338747,140493,24.3782
2906,9352,Maggie Gyllenhaal,Female,1977,New York,NY,United States,North America,40.71722000000001,-73.98971999999998,Actor,Film And Theatre,Arts,36,11533100,320364,18.8707
5028,8454,Gediminas Kirkilas,Male,1951,Vilnius,,Lithuania,Europe,54.68333000000001,25.28333,Politician,Government,Institutions,33,160035,4850,20.5083
9638,7329,Celia Cruz,Female,1925,Havana,,Cuba,North America,,,Singer,Music,Arts,27,4225156,156487,21.9545
11139,6527,Thomas Arne,Male,1710,London,,United Kingdom,Europe,51.507220000000004,-0.1275,Composer,Music,Arts,26,321638,12371,22.5297
3790,6254,Mircea Eliade,Male,1907,Bucharest,,Romania,Europe,44.4325,26.10389,Historian,History,Humanities,39,4065641,104247,22.6988
5105,5550,Thaksin Shinawatra,Male,1949,Chiang Mai Province,,Thailand,Asia,,,Politician,Government,Institutions,51,3719907,72939,23.0961
2189,3461,Wyatt Earp,Male,1848,Monmouth,IL,United States,North America,40.91167,-90.64444,Mafioso,Outlaws,Public Figure,27,9575673,354655,24.2466
190,4632,John V of Portugal,Male,1689,Lisbon,,Portugal,Europe,,,Politician,Government,Institutions,26,686078,26388,23.6067
4770,11243,Paul Ryan,Male,1970,Janesville,WI,United States,North America,42.68389000000001,-89.01639,Politician,Government,Institutions,35,5927569,169359,13.5545
1014,3013,Denzel Washington,Male,1954,New York,NY,United States,North America,40.91417,-73.83055999999998,Actor,Film And Theatre,Arts,68,25369115,373075,24.5015
822,9319,Christian Karembeu,Male,1970,Lifou,,New Caledonia,Europe,-20.9667,167.2333,Soccer Player,Team Sports,Sports,26,1716763,66029,18.9475
4580,4861,Richard Attenborough,Male,1923,Cambridge,,United Kingdom,Europe,52.205,0.11900000000000001,Film Director,Film And Theatre,Arts,38,5490284,144481,23.4914
8165,9287,Gore Verbinski,Male,1964,Oak Ridge,TN,United States,North America,36.013329999999996,-84.2625,Film Director,Film And Theatre,Arts,28,1941780,69349,19.0235
3859,8824,Jim Lovell,Male,1928,Cleveland,OH,United States,North America,41.48222,-81.66972,Astronaut,Explorers,Exploration,26,4071474,156595,19.9221
3713,5119,Giulietta Masina,Female,1921,San Giorgio di Piano,,Italy,Europe,44.65,11.38333,Actor,Film And Theatre,Arts,31,1042114,33617,23.3347
865,71,Che Guevara,Male,1928,Rosario,,Argentina,South America,-32.95,-60.666669999999996,Social Activist,Activism,Public Figure,129,54896869,425557,29.1644
11128,1675,Scatman John,Male,1942,Los Angeles,CA,United States,North America,34.07333,-118.0275,Musician,Music,Arts,31,4665099,150487,25.3866
8303,5918,Robert H. Grubbs,Male,1942,Possum Trot,KY,United States,North America,37.005559999999996,-88.43056,Chemist,Natural Sciences,Science & Technology,37,296204,8006,22.8936
7025,3659,Robert F. Kennedy,Male,1925,Boston,MA,United States,North America,42.33167,-71.12167,Politician,Government,Institutions,49,13391006,273286,24.1381
5254,11128,Stéphane Lambiel,Male,1985,Martigny,,Switzerland,Europe,46.1,7.066669999999999,Skater,Individual Sports,Sports,26,918872,35341,14.3447
2958,8681,Patrick Kluivert,Male,1976,Amsterdam,,Netherlands,Europe,52.36667,4.9,Soccer Player,Team Sports,Sports,41,4479385,109253,20.1513
2255,4119,Edward Said,Male,1935,Jerusalem,,Israel,Asia,31.78333,35.21667,Writer,Language,Humanities,41,3016305,73568,23.8763
10204,8483,William H. Seward,Male,1801,Florida,NY,United States,North America,41.33333,-74.36667,Politician,Government,Institutions,28,1882487,67232,20.474
9433,9956,Roberto Rosetti,Male,1967,Turin,,Italy,Europe,45.01667,7.75,Referee,Team Sports,Sports,27,566128,20968,17.6672
10726,7525,Joseph L. Goldstein,Male,1940,Kingstree,SC,United States,North America,33.67111,-79.82861,Chemist,Natural Sciences,Science & Technology,31,232372,7496,21.7564
10866,1281,George VI of the United Kingdom,Male,1895,Norfolk,,United Kingdom,Europe,52.666669999999996,1.0,Politician,Government,Institutions,71,13661571,192416,25.7296
3280,1326,Hulagu Khan,Male,1217,Other,,Unknown,Unknown,,,Politician,Government,Institutions,46,1416618,30796,25.6937
2594,4310,Amadeo I of Spain,Male,1845,Turin,,Italy,Europe,45.0727,7.686,Politician,Government,Institutions,40,831171,20779,23.7845
6610,3676,Günther von Kluge,Male,1882,Poznań,,Poland,Europe,52.24,16.91667,Military Personnel,Military,Institutions,32,1361502,42547,24.1326
7670,10063,Alvin E. Roth,Male,1951,New York,NY,United States,North America,40.7127,-74.0059,Economist,Social Sciences,Science & Technology,30,307506,10250,17.3968
3238,8040,Manny Mori,Male,1948,Fefan,,Micronesia,Oceania,,,Politician,Government,Institutions,26,204670,7872,21.1179
5238,6482,Zulfikar Ali Bhutto,Male,1928,Larkana,,Pakistan,Asia,27.56,68.22639000000001,Politician,Government,Institutions,55,2047383,37225,22.561
10900,10285,Nick Jonas,Male,1992,Dallas,TX,United States,North America,32.77583,-96.79666999999999,Musician,Music,Arts,35,17186037,491030,16.9145
2848,4052,Giuseppe Torelli,Male,1658,Verona,,Italy,Europe,45.43333,10.98333,Composer,Music,Arts,32,288499,9016,23.9184
3485,4784,Igor Kurchatov,Male,1903,Sim,,Russia,Europe,54.98333,57.7,Physicist,Natural Sciences,Science & Technology,40,414450,10361,23.5291
5293,11209,Simon Busk Poulsen,Male,1984,Sønderborg,,Denmark,Europe,54.913819999999994,9.79225,Soccer Player,Team Sports,Sports,27,449545,16650,13.8522
5578,4884,Louis the Younger,Male,835,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,171191,6340,23.4777
201,11005,Alvaro Pereira,Male,1985,Montevideo,,Uruguay,South America,-34.88361,-56.181940000000004,Soccer Player,Team Sports,Sports,31,1331857,42963,14.8658
4136,2264,Alfred Rosenberg,Male,1893,Tallinn,,Estonia,Europe,59.437219999999996,24.745279999999998,Politician,Government,Institutions,43,3131569,72827,24.9381
1369,1996,Mikhail Glinka,Male,1804,Smolensk,,Russia,Europe,,,Composer,Music,Arts,44,1033856,23497,25.1301
3120,717,Gustave Courbet,Male,1819,Ornans,,France,Europe,47.106,6.1438,Painter,Fine Arts,Arts,50,5855709,117114,26.49
3093,10747,Ivan Ljubičić,Male,1979,Banja Luka,,Bosnia And Herzegovina,Europe,44.76667,17.183329999999998,Tennis Player,Individual Sports,Sports,29,788042,27174,15.7504
9576,891,Paulo Coelho,Male,1947,Rio de Janeiro,,Brazil,South America,-22.90833,-43.19639,Writer,Language,Humanities,69,14311386,207411,26.1927
8106,5129,Michael J. Fox,Male,1961,Edmonton,,Canada,North America,53.53333000000001,-113.5,Actor,Film And Theatre,Arts,50,23391970,467839,23.3291
6034,4012,Carl Menger,Male,1840,Nowy Sącz,,Poland,Europe,49.63333,20.71667,Economist,Social Sciences,Science & Technology,29,722680,24920,23.9404
9544,4624,Carol I of Romania,Male,1839,Sigmaringen,,Germany,Europe,48.08667,9.216389999999999,Politician,Government,Institutions,36,1096542,30460,23.6135
6635,8395,Philip Seymour Hoffman,Male,1967,Rochester,NY,United States,North America,43.09944,-77.44306,Actor,Film And Theatre,Arts,46,7419749,161299,20.5967
118,828,Milton Friedman,Male,1912,New York,NY,United States,North America,40.69278,-73.99028,Economist,Social Sciences,Science & Technology,65,9214120,141756,26.28
368,5255,Álvar Núñez Cabeza de Vaca,Male,1490,Jerez de la Frontera,,Spain,Europe,36.7,-6.11667,Explorer,Explorers,Exploration,27,1675516,62056,23.252
7768,2559,Béla IV of Hungary,Male,1206,Other,,Hungary,Europe,47.43333,19.25,Politician,Government,Institutions,35,632862,18082,24.7567
4991,2538,William Hogarth,Male,1697,London,,United Kingdom,Europe,51.507220000000004,-0.1275,Artist,Fine Arts,Arts,48,2080865,43351,24.7641
8422,3484,Vasily Chuikov,Male,1900,Serebryanye Prudy,,Russia,Europe,54.45,38.73333,Military Personnel,Military,Institutions,39,939396,24087,24.2356
2717,9546,Robin Wright,Female,1966,Dallas,TX,United States,North America,32.77583,-96.79666999999999,Actor,Film And Theatre,Arts,31,4099175,132231,18.507
7478,860,Eva Perón,Female,1919,Los Toldos,,Argentina,South America,-35.0,-61.03333000000001,Politician,Government,Institutions,73,11272900,154423,26.2402
5998,2384,Gebhard Leberecht von Blücher,Male,1742,Rostock,,Germany,Europe,54.083330000000004,12.13333,Military Personnel,Military,Institutions,36,1329781,36938,24.8592
5337,6084,William Tyndale,Male,1494,North Nibley,,United Kingdom,Europe,51.66054000000001,-2.3767400000000003,Religious Figure,Religion,Institutions,33,1434211,43461,22.8073
4822,6263,Bettie Page,Female,1923,Nashville,TN,United States,North America,36.16667,-86.78333,Model,Media Personality,Public Figure,26,5575170,214430,22.691999999999997
366,110,Aristophanes,Male,-446,Athens,,Greece,Europe,37.96667,23.71667,Writer,Language,Humanities,68,4704294,69181,28.7213
1937,3433,Sejong the Great of Joseon,Male,1397,Jeonju,,South Korea,Asia,35.81667,127.15,Politician,Government,Institutions,39,1310084,33592,24.2656
7271,1075,Gordian I,Male,159,Phrygia,,Turkey,Asia,,,Politician,Government,Institutions,47,581253,12367,25.9501
5255,9560,Vladimir Kramnik,Male,1975,Tuapse,,Russia,Europe,44.104440000000004,39.077220000000004,Writer,Language,Humanities,51,1538006,30157,18.4772
67,8409,Nusrat Fateh Ali Khan,Male,1948,Faisalabad,,Pakistan,Asia,31.42917000000001,73.07889,Singer,Music,Arts,30,3136576,104553,20.5696
341,1613,Bridget of Sweden,Female,1303,Uppland,,Sweden,Europe,60.0,18.0,Religious Figure,Religion,Institutions,35,1189055,33973,25.4275
1187,1336,Saint Barbara,Female,250,Nicomedia,,Turkey,Asia,40.76667,29.91667,Religious Figure,Religion,Institutions,39,2652883,68023,25.6838
2995,8730,Arnaldur Indriðason,Male,1961,Reykjavik,,Iceland,Europe,64.13333,-21.933329999999998,Writer,Language,Humanities,27,881391,32644,20.0618
2598,11154,Valter Birsa,Male,1986,Šempeter pri Gorici,,Slovenia,Europe,45.92838,13.63783,Soccer Player,Team Sports,Sports,29,893293,30803,14.1932
4973,10933,Armand Traore,Male,1989,Châtenay-Malabry,,France,Europe,48.7653,2.2781,Soccer Player,Team Sports,Sports,31,1663475,53660,15.1099
3226,3410,Patrick Süskind,Male,1949,Münsing,,Germany,Europe,47.9,11.36667,Writer,Language,Humanities,46,2264168,49221,24.276999999999997
618,5277,Auguste Piccard,Male,1884,Basel,,Switzerland,Europe,47.56667,7.6,Physicist,Natural Sciences,Science & Technology,30,777175,25906,23.2416
10913,3698,Buzz Aldrin,Male,1930,Glen Ridge,NJ,United States,North America,40.8048,-74.20456999999998,Astronaut,Explorers,Exploration,67,7507662,112055,24.1206
4402,7006,Frederick Chapman Robbins,Male,1916,Auburn,AL,United States,North America,32.59778,-85.48083000000003,Physician,Medicine,Science & Technology,29,155517,5363,22.205
10791,3871,Jacques-Bénigne Bossuet,Male,1627,Dijon,,France,Europe,47.2906,5.0428,Writer,Language,Humanities,29,1114934,38446,24.0213
11259,3867,Pachacuti,Male,1438,Cusco,,Peru,South America,,,Politician,Government,Institutions,29,1366214,47111,24.0222
2891,2213,Norbert Wiener,Male,1894,Columbia,MO,United States,North America,38.95155,-92.3286,Mathematician,Math,Science & Technology,44,1555528,35353,24.980999999999998
3984,10818,Holger Badstuber,Male,1989,Memmingen,,Germany,Europe,47.98778,10.18111,Soccer Player,Team Sports,Sports,38,2035070,53554,15.5514
5884,6992,Violeta Chamorro,Female,1929,Rivas,,Nicaragua,North America,11.43931,-85.82700000000001,Politician,Government,Institutions,31,520176,16780,22.2148
9212,11009,John Isner,Male,1985,Greensboro,NC,United States,North America,36.08,-79.81944,Tennis Player,Individual Sports,Sports,32,2645889,82684,14.8542
4328,1154,Charles VII of France,Male,1403,Paris,,France,Europe,48.8567,2.3508,Politician,Government,Institutions,53,2132130,40229,25.8742
9195,6547,Gerald Edelman,Male,1929,New York,NY,United States,North America,40.6702,-73.83832,Biologist,Natural Sciences,Science & Technology,31,343055,11066,22.5143
4370,9005,Jason Lee,Male,1970,Los Angeles,CA,United States,North America,33.69278,-118.00028,Actor,Film And Theatre,Arts,33,1810679,54869,19.548
2699,4219,Caetano Veloso,Male,1942,Santo Amaro,,Brazil,South America,-12.54694,-38.71194000000001,Musician,Music,Arts,28,2722713,97240,23.8301
3026,3062,Tim Burton,Male,1958,Los Angeles,CA,United States,North America,34.180279999999996,-118.32833000000001,Film Director,Film And Theatre,Arts,59,30153184,511071,24.4722
6708,10046,Simone Simons,Female,1985,Hoensbroek,,Netherlands,Europe,50.91667,5.9333300000000015,Singer,Music,Arts,29,3231870,111444,17.4293
9551,9521,Noa,Female,1969,Tel Aviv,,Israel,Asia,32.01667,34.75,Singer,Music,Arts,26,721081,27734,18.5451
1682,4661,Danny Glover,Male,1946,San Francisco-Bay Area,CA,United States,North America,37.78333,-122.41667,Actor,Film And Theatre,Arts,38,6201477,163197,23.5965
3413,4903,Hugo de Vries,Male,1848,Haarlem,,Netherlands,Europe,52.38333,4.63333,Biologist,Natural Sciences,Science & Technology,31,612593,19761,23.4667
4073,4720,Hendrick Avercamp,Male,1585,Amsterdam,,Netherlands,Europe,52.36667,4.9,Painter,Fine Arts,Arts,30,288852,9628,23.5656
2413,4533,Franz Halder,Male,1884,Würzburg,,Germany,Europe,49.78333,9.93333,Military Personnel,Military,Institutions,28,906236,32366,23.6658
6614,5273,Vasily Blyukher,Male,1889,Barschinka,,Russia,Europe,,,Military Personnel,Military,Institutions,32,388778,12149,23.2424
10028,1345,Isaac Bashevis Singer,Male,1902,Leoncin,,Poland,Europe,52.4,20.55,Writer,Language,Humanities,63,1721078,27319,25.6696
3292,6514,Bernard Katz,Male,1911,Leipzig,,Germany,Europe,51.33333,12.38333,Biologist,Natural Sciences,Science & Technology,34,283749,8346,22.5372
7305,3796,Papias,Male,70,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,30,277123,9237,24.0647
8439,9109,Milo Ventimiglia,Male,1977,Los Angeles,CA,United States,North America,33.83611,-117.88972,Actor,Film And Theatre,Arts,33,9533949,288908,19.372
5502,3292,Theodor Fontane,Male,1819,Neuruppin,,Germany,Europe,52.93306,12.8,Writer,Language,Humanities,37,2409574,65124,24.3416
2631,8122,Jeremy Clarkson,Male,1960,Doncaster,,United Kingdom,Europe,53.51600000000001,-1.133,Journalist,Language,Humanities,34,12590498,370309,20.9942
4091,4505,William Randolph Hearst,Male,1863,San Francisco-Bay Area,CA,United States,North America,37.78333,-122.41667,Businessperson,Business,Business & Law,28,4799958,171427,23.6774
10384,3727,Francesco Cavalli,Male,1602,Crema,,Italy,Europe,45.36667,9.68333,Composer,Music,Arts,33,346368,10496,24.1048
9152,9183,Jens Böhrnsen,Male,1949,Bremen,,Germany,Europe,53.083330000000004,8.8,Politician,Government,Institutions,26,341068,13118,19.2323
10656,8585,Akhmad Kadyrov,Male,1951,Karaganda,,Kazakhstan,Asia,49.83333,73.16667,Politician,Government,Institutions,28,613980,21928,20.298
1485,8825,Geir Haarde,Male,1951,Reykjavik,,Iceland,Europe,64.13333,-21.933329999999998,Politician,Government,Institutions,35,376506,10757,19.9201
6641,4179,William Shockley,Male,1910,London,,United Kingdom,Europe,51.507220000000004,-0.1275,Physicist,Natural Sciences,Science & Technology,53,1351076,25492,23.8505
6829,8765,Klaus Ebner,Male,1964,Vienna,,Austria,Europe,48.2,16.366670000000006,Writer,Language,Humanities,79,219275,2776,20.0152
6644,6614,Felix Hausdorff,Male,1868,Wrocław,,Poland,Europe,51.1,17.03333,Mathematician,Math,Science & Technology,35,334077,9545,22.4594
8660,8591,Criss Angel,Male,1967,Long Island,NY,United States,North America,40.70472,-73.61721999999997,Magician,Media Personality,Public Figure,35,8606590,245903,20.291
4984,10037,Tony Parker,Male,1982,Bruges,,Belgium,Europe,51.21667,3.23333,Basketball Player,Team Sports,Sports,39,8698261,223032,17.4543
2133,11228,Sara Errani,Female,1987,Bologna,,Italy,Europe,44.5075,11.351389999999999,Tennis Player,Individual Sports,Sports,29,1344152,46350,13.7236
8894,6272,Karl Brandt,Male,1904,Mulhouse,,France,Europe,47.75,7.34,Physician,Medicine,Science & Technology,26,535095,20581,22.6877
388,4754,Fahd of Saudi Arabia,Male,1921,Riyadh,,Saudi Arabia,Asia,24.633329999999997,46.71667,Politician,Government,Institutions,46,2989540,64990,23.5478
2362,1155,Nero Claudius Drusus,Male,-38,Rome,,Italy,Europe,41.9,12.5,Military Personnel,Military,Institutions,30,766829,25561,25.8733
7458,6578,Ayub Khan,Male,1907,Haripur,,Pakistan,Asia,,,Politician,Government,Institutions,36,142767,3966,22.4829
1738,4890,John Dillinger,Male,1903,Indianapolis,IN,United States,North America,39.791,-86.148,Mafioso,Outlaws,Public Figure,32,16697515,521797,23.4744
10652,1945,Hasan ibn Ali,Male,625,Medina,,Saudi Arabia,Asia,24.46667,39.6,Religious Figure,Religion,Institutions,43,1690370,39311,25.1597
3781,7308,Muhammad Zia-ul-Haq,Male,1924,Jalandhar,,India,Asia,31.326,75.57600000000002,Politician,Government,Institutions,40,1392251,34806,21.974
8405,9558,Sergio Ramos García,Male,1986,Seville,,Spain,Europe,,,Soccer Player,Team Sports,Sports,55,8858539,161064,18.4801
1414,3389,Nizam al-Mulk,Male,1018,Tous,,Iran,Asia,36.45417,59.56694,Politician,Government,Institutions,29,706040,24346,24.2907
1365,1633,Alcmaeon of Croton,Male,-510,Other,,Unknown,Unknown,,,Philosopher,Philosophy,Humanities,36,341882,9497,25.416999999999998
11074,5957,Daniel Kahneman,Male,1934,Tel Aviv,,Israel,Asia,32.06667,34.8,Psychologist,Social Sciences,Science & Technology,36,2000899,55581,22.8723
9430,2861,Elia Kazan,Male,1909,Istanbul,,Turkey,Asia,41.01224000000001,28.976020000000002,Film Director,Film And Theatre,Arts,45,3106602,69036,24.5751
10024,9003,Ruslana,Female,1973,Lviv,,Ukraine,Europe,,,Singer,Music,Arts,56,1573015,28090,19.5565
204,7572,B. R. Ambedkar,Male,1891,Mhow,,India,Asia,22.55,75.76,Politician,Government,Institutions,37,4238854,114564,21.7004
